gtaa,wikidata,label,description,lookup,bengwiki
131412,Q1610296,Herman Meijer,voorzitter GroenLinks,"Herman Meijer,Herman Meijer (GroenLinks) Herman Meijer - Meijer, Herman ","Meijer,_Herman"
121314,Q1621495,Wiel Kusters,dichter,"Wiel Kusters Wiel Kusters - Kusters, Wiel ","Kusters,_Wiel"
92554,Q1632474,Midas Dekkers,schrijver/bioloog,"Midas Dekkers,Wandert Dekkers Midas Dekkers - Dekkers, Midas Wandert Jacobus Dekkers",Midas_Dekkers
246229,Q1639353,Stephan Brenninkmeijer,programmamaker,"Stephan Brenninkmeijer Stephan Brenninkmeijer - Brenninkmeijer, Stephan ",
138556,Q1639368,Huub Oosterhuis,schrijver/studentenpastor,"Huub Oosterhuis Huub Oosterhuis - Oosterhuis, Huub ","Oosterhuis,_Huub"
127849,Q1639438,Philip Mechanicus,fotograaf,"Филипп Механикус,Philip Mechanicus,Pére Celjenets Philip Mechanicus - Mechanicus, Philip ","Mechanicus,_Philip"
127234,Q1653862,Barbara de Loor,schaatsster,"Barbara de Loorová,Barbara de Loor,Barbera de Loor,Barbara de Loor Barbara de Loor - Loor, Barbara de ","Loor,_Barbara_de"
123296,Q1656387,Ted van Lieshout,illustrator,"Ted van Lieshout,Theodorus Adrianus van Lieshout Ted van Lieshout - Lieshout, Ted van ","Lieshout,_Ted_van"
159258,Q1657218,Ignace van Swieten,scheidsrechter,"Ignace van Swieten Ignace van Swieten - Swieten, Ignace van ","Swieten,_Ignace_van"
82136,Q1662864,Ingeborg Beugel,journaliste,"Ingeborg Beugel Ingeborg Beugel - Beugel, Ingeborg ","Beugel,_Ingeborg"
150170,Q1675801,Ivo Samkalden,burgemeester/politicus Nederland minister van Justitie,"Ivo Samkalden,Ivo samkalden Ivo Samkalden - Samkalden, Ivo ","Samkalden,_Ivo"
166734,Q1676349,J.J. Voskuil,schrijver/hoofd bureau Volkskunde,"J. J. Voskuil,J.J. Voskuil,Voskuil,J.J. Voskuil,J. Voskuil,Han voskuil J.J. Voskuil - Voskuil, J.J. ","Voskuil,_J.J."
165824,Q1677751,Jan de Visser,hoofd radiojournaal AVRO,"Jan de Visser Jan de Visser - Visser, Jan de ","Visser,_Jan_de"
135455,Q1682076,Jan Nagel,"oprichter 50Plus, oprichter Leefbaar Nederland, lid Eerste Kamer PvdA, medewerker VARA","Jan Nagel,Johann Georg Nagel,Johan George Nagel Jan Nagel - Nagel, Jan Jan Nagel",Jan_Nagel
237613,Q1682167,Jan Roelfs,"sportjournalist, teammanager nationaal voetbalteam Zuid-Korea","Jan Roelfs,Roelfs Jan Roelfs - Roelfs, Jan ","Roelfs,_Jan"
111137,Q1682364,Jan Willem Hofstra,"zanger, acteur, schrijver","Jan Willem Hofstra Jan Willem Hofstra - Hofstra, Jan Willem ","Hofstra,_Jan_Willem"
116568,Q1682446,Jan van de Kam,natuurfotograaf,"Jan van de Kam Jan van de Kam - Kam, Jan van de ","Kam,_Jan_van_de"
136007,Q1685717,Jean Nelissen,sportjournalist,"Jean Nelissen Jean Nelissen - Nelissen, Jean ","Nelissen,_Jean"
135354,Q1691031,Jochem Myjer,cabaretier,"Jochem Myer,Jochem Myjer,Myjer,Jochem Myer,Jochem meyjer,Jochem Mijer,Jochem Meyer,Jochem Meijer Jochem Myjer - Myjer, Jochem Jochem Myjer",Jochem_Myjer
170868,Q1692103,Johan Winkler,"toneelschrijver, vertaler","Johan Winkler Johan Winkler - Winkler, Johan ","Winkler,_Johan"
173260,Q1703564,Joost Zwagerman,schrijver,"Joost Zwagerman,Zwagerman Joost Zwagerman - Zwagerman, Joost ","Zwagerman,_Joost"
86096,Q1704047,Jos Brink,tv-presentator/acteur/tekstschrijver,"Jos Brink Jos Brink - Brink, Jos Josephus Gerardus Brink",Jos_Brink
156458,Q1704075,Jos Stelling,filmregisseur,"Йос Стеллінг,Jos Stelling,Стеллинг, Йос,Йос Стеллинг,Стеллинг,Стеллинг Й.,Стеллинг Йос Jos Stelling - Stelling, Jos Jozef Maria Aloyisius Stelling",Jos_Stelling
102287,Q1713708,Peter van Gestel,programmamaker,"Гестел, Петер ван,Peter van Gestel Peter van Gestel - Gestel, Peter van ","Gestel,_Peter_van"
138561,Q1713970,Tjeerd Oosterhuis,popmusicus,"Tjeerd Oosterhuis,Tjeerd-Pieter David Oosterhuis Tjeerd Oosterhuis - Oosterhuis, Tjeerd ","Oosterhuis,_Tjeerd"
108509,Q1714004,Jurjen Hempel,dirigent,"Jurjen Hempel Jurjen Hempel - Hempel, Jurjen ","Hempel,_Jurjen"
148754,Q1718760,Theo van de Sande,cameraman,"テオ・ヴァン・デ・サンデ,Тео ван де Санде,Theo van de Sande Theo van de Sande - Sande, Theo van de ","Sande,_Theo_van_de"
147854,Q1729210,Karel de Rooy,komiek,"Karel de Rooij,Karel de Rooy Karel de Rooy - Rooy, Karel de ","Rooy,_Karel_de"
161532,Q1788929,Krijn Torringa,diskjockey,"Krijn Torringa,Torringa Krijn Torringa - Torringa, Krijn Krijn Torringa",Krijn_Torringa
153605,Q1792106,Marlise Simons,programmamaker,"Marlise Simons Marlise Simons - Simons, Marlise ","Simons,_Marlise"
158780,Q1807590,Hein Stufkens,"filosoof, dichter, schrijver, zenleraar","Hein Stufkens Hein Stufkens - Stufkens, Hein ","Stufkens,_Hein"
142762,Q1807621,Theo Pont,acteur,"Theo Pont Theo Pont - Pont, Theo ","Pont,_Theo"
80124,Q1807949,Bram Bart,acteur,"Bram Bart Bram Bart - Bart, Bram Abraham Johannes Aloysius Maria Bart",Bram_Bart
162393,Q1810718,Kees van Twist,"directeur Groninger Museum, programmamaker","Kees van Twist Kees van Twist - Twist, Kees van ","Twist,_Kees_van"
108373,Q1811351,Lottie Hellingman,"actrice, presentatrice","Lottie Hellingman Lottie Hellingman - Hellingman, Lottie ","Hellingman,_Lottie"
161629,Q1812015,Lee Towers,zanger,"Lee Towers,Leen Huizer,Leen Huijzer,Leendert Huijzer Lee Towers - Towers, Lee ","Towers,_Lee"
242401,Q1812843,Kirtie Ramdas,programmamaker,"Kirtie Ramdas Kirtie Ramdas - Ramdas, Kirtie ",
103703,Q1813095,Jerry Goossens,"schrijver, columnist","Jerry Goossens Jerry Goossens - Goossens, Jerry ","Goossens,_Jerry"
85222,Q1813151,Henk Bouwman,programmamaker,"Henk Bouwman Henk Bouwman - Bouwman, Henk ","Bouwman,_Henk"
98404,Q1813445,Rob Favier,programmamaker,"Rob Favier Rob Favier - Favier, Rob ","Favier,_Rob"
105557,Q1813977,Leo de Haas,programmamaker,"Leo de Haas Leo de Haas - Haas, Leo de ","Haas,_Leo_de"
147953,Q1814289,Martin Ros,uitgever,"Martin Ros Martin Ros - Ros, Martin ","Ros,_Martin"
88478,Q1814385,Jan Carmiggelt,journalist,"Jan Carmiggelt Jan Carmiggelt - Carmiggelt, Jan Johannes Simon Carmiggelt",Jan_Carmiggelt
221160,Q1816256,Nova van Dijk,"programmamaakster, actrice en regisseuse","Nova van Dijk Nova van Dijk - Dijk, Nova van ","Dijk,_Nova_van"
254897,Q1816510,Linda Bos,programmamaker,"Linda Bos Linda Bos - Bos, Linda ",
131661,Q1819353,Beppie Melissen,actrice,"Beppie Melissen Beppie Melissen - Melissen, Beppie ","Melissen,_Beppie"
124748,Q1819827,John Leddy,acteur,"John Leddy,Johannes Nicolaas Leddy John Leddy - Leddy, John Johannes Nicolaas Leddy",John_Leddy
127011,Q1820011,Lot Lohr,actrice,"Lot Lohr Lot Lohr - Lohr, Lot ","Lohr,_Lotte"
128144,Q1820252,Willem G. van Maanen,schrijver,"Willem G. van Maanen,Willem Gustaaf van Maanen Willem G. van Maanen - Maanen, Willem G. van ","Maanen,_Willem_G._van"
242647,Q1820524,Edwin Ouwehand,programmamaker,"Edwin Ouwehand Edwin Ouwehand - Ouwehand, Edwin ",
115992,Q1820555,Henk van Kerkwijk,auteur,"Henk van Kerkwijk Henk van Kerkwijk - Kerkwijk, Henk van ","Kerkwijk,_Henk_van"
232806,Q1821032,Floortje Smit,filmrecensent,"Floortje Smit Floortje Smit - Smit, Floortje ","Smit,_Floortje"
149569,Q1821090,Mariëlle van Sauers,actrice,"Mariëlle van Sauers Mariëlle van Sauers - Sauers, Mariëlle van ","Sauers,_Mari%C3%ABlle_van"
251034,Q1821465,Alex Oosterveen,programmamaker,"Alex Oosterveen Alex Oosterveen - Oosterveen, Alex ",
227015,Q1821553,Diana Sno,"presentatrice, actrice","Diana Sno Diana Sno - Sno, Diana Diana Sno",Diana_Sno
149568,Q1821683,Eric van Sauers,acteur,"Eric van Sauers Eric van Sauers - Sauers, Eric van ","Sauers,_Eric_van"
154257,Q1823094,Frits Sissing,presentator,"Frits Sissing Frits Sissing - Sissing, Frits Frederic Renger Sissing",Frits_Sissing
120300,Q1823387,Marcel Koning,programmamaker,"Marcel Koning Marcel Koning - Koning, Marcel ","Koning,_Marcel"
76528,Q1824416,Esmaa Alariachi,"presentatrice, verslaggever","Esmaa Alariachi Esmaa Alariachi - Alariachi, Esmaa ","Alariachi,_Esmaa"
227943,Q1825698,Philip Huff,"schrijver, filiosoof","Philip Huff Philip Huff - Huff, Philip ","Huff,_Philip"
97585,Q1826374,Erno Eskens,filosoof,"Erno Eskens Erno Eskens - Eskens, Erno ","Eskens,_Erno"
136759,Q1826476,Astrid Nijgh,zangeres,"Astrid Nijgh,Astrid Maria Nijgh-de Backer Astrid Nijgh - Nijgh, Astrid ","Nijgh,_Astrid"
212564,Q1827650,Ronald van der Geer,sportverslaggever,"Ronald van der Geer Ronald van der Geer - Geer, Ronald van der ","Geer,_Ronald_van_der"
161222,Q1828282,Bob van Tol,acteur,"Bob van Tol Bob van Tol - Tol, Bob van Gerardus Bob van Tol",Bob_van_Tol
226992,Q1828520,Rachid Finge,nieuwslezer,"Rachid Finge Rachid Finge - Finge, Rachid ","Finge,_Rachid"
114141,Q1829452,John Jones,acteur,"John Jones,John Arthur Jones John Jones - Jones, John John Arthur Jones",John_Jones
246087,Q1830478,Ivo van Breukelen,programmamaker,"Ivo van Breukelen Ivo van Breukelen - Breukelen, Ivo van ",
166465,Q1830716,René van Vooren,komiek,"René van Vooren René van Vooren - Vooren, René van René Sleeswijk jr.",Ren%C3%A9_van_Vooren
248989,Q1831330,Justus van Maurik,programmamaker,"Justus van Maurik jr.,Justus van Maurik Justus van Maurik - Maurik, Justus van ",
249413,Q1832735,Niels Rood,programmamaker,"Niels Rood Niels Rood - Rood, Niels ",
115558,Q1832792,Atte Jongstra,schrijver,"Atte Jongstra Atte Jongstra - Jongstra, Atte ","Jongstra,_Atte"
245176,Q1833124,Theo Joosten,programmamaker,"Theo Joosten Theo Joosten - Joosten, Theo ",
146260,Q1834898,Wim Rigter,programmamaker,"Wim Rigter Wim Rigter - Rigter, Wim ","Rigter,_Wim"
241646,Q1835147,Marcel de Groot,programmamaker,"Marcel de Groot Marcel de Groot - Groot, Marcel de ",
97531,Q1835762,Angela Esajas,presentatrice,"Angela Esajas Angela Esajas - Esajas, Angela ","Esajas,_Angela"
115404,Q1836101,Jaap Jongbloed,tv-presentator,"Jaap Jongbloed Jaap Jongbloed - Jongbloed, Jaap Jacob Henri Jongbloed",Jaap_Jongbloed
245523,Q1836220,Karel Schummelketel,programmamaker,"Karel Schummelketel Karel Schummelketel - Schummelketel, Karel ",
105069,Q1836228,René Gude,filosoof,"René Gude René Gude - Gude, René ","Gude,_Ren%C3%A9"
132549,Q1837021,Samuel Meyering,"uitvinder, scenarioschrijver, regisseur","Samuel Meyering Samuel Meyering - Meyering, Samuel ","Meyering,_Samuel"
85606,Q1837834,Margriet Brandsma,journaliste,"Margriet Brandsma Margriet Brandsma - Brandsma, Margriet Margriet Brandsma",Margriet_Brandsma
92313,Q1839323,Maarten Ducrot,"wielercommentator en -analyticus, wielrenner","Maarten Ducrot Maarten Ducrot - Ducrot, Maarten ","Ducrot,_Maarten"
110763,Q1840924,Marc de Hond,radiopresentator,"Marc de Hond Marc de Hond - Hond, Marc de ","Hond,_Marc_de"
249488,Q1842066,Eva Zeijlstra,programmamaker,"Eva Zeijlstra Eva Zeijlstra - Zeijlstra, Eva ",
92485,Q1843995,Daniël Dekker,"diskjockey, voorzitter supportersvereniging Ajax","Daniël Dekker Daniël Dekker - Dekker, Daniël ","Dekker,_Dani%C3%ABl"
159845,Q1845762,Humberto Tan,tv-presentator,"Humberto Tan Humberto Tan - Tan, Humberto Humberto Tan-A-Kiam",Humberto_Tan
213247,Q1846866,Michiel Bosgra,"economisch journalist, verslaggever","Michiel Bosgra Michiel Bosgra - Bosgra, Michiel ","Bosgra,_Michiel"
83729,Q1847038,Marit van Bohemen,actrice,"Marit van Bohemen Marit van Bohemen - Bohemen, Marit van Marit van Bohemen",Marit_van_Bohemen
246867,Q1847091,Silveer van Deinsen,Silveer van Deinsen,DJ Silverius Silveer van Deinsen - DJ Silverius ,
115044,Q1848926,John Jansen,programmamaker,"John Jansen John Jansen - Jansen, John ","Jansen,_John"
90641,Q1848930,Cor Coster,directeur Interfootball,"Cor Coster Cor Coster - Coster, Cor ","Coster,_Cor"
108609,Q1850148,Ruud Hendriks,programmamaker -dir. AVRO/VOO/RTL4/NBC/HMG,"Ruud Hendriks Ruud Hendriks - Hendriks, Ruud ","Hendriks,_Ruud"
254489,Q1850180,Jan Grijpink,programmamaker,"Jan Grijpink Jan Grijpink - Grijpink, Jan ",
226915,Q1850671,Frans Pollux,schrijver en zanger,"Frans Pollux Frans Pollux - Pollux, Frans ","Pollux,_Frans"
242330,Q1851696,Karel Muller,programmamaker,"Karel Muller Karel Muller - Muller, Karel ",
110949,Q1851732,Hellen Huisman,actrice,"Hellen Huisman,Helene Anni Marie Barbara Müller Hellen Huisman - Huisman, Hellen Helene Anni Marie Barbara Huisman-Müller",Hellen_Huisman
128021,Q1851767,Thomas van Luyn,cabaretier,"Thomas van Luyn Thomas van Luyn - Luyn, Thomas van ","Luyn,_Thomas_van"
109278,Q1851850,Antoinette Hertsenberg,tv-presentatrice,"Antoinette Hertsenberg Antoinette Hertsenberg - Hertsenberg, Antoinette Antonia Maria Hertsenberg",Antoinette_Hertsenberg
115933,Q1851889,Han Kerckhoffs,acteur,"Han Kerckhoffs Han Kerckhoffs - Kerckhoffs, Han ","Kerckhoffs,_Han"
251261,Q1853184,Philip Kooke,programmamaker,"Philip Kooke Philip Kooke - Kooke, Philip ",
109100,Q1854748,Hubert Hermans,programmamaker,"Hubert Hermans Hubert Hermans - Hermans, Hubert ","Hermans,_Hubert"
139732,Q1855052,Diana Ozon,dichteres,"Diana Ozon,Diana Groenveld Diana Ozon - Ozon, Diana ","Ozon,_Diana"
146136,Q1855205,Dick Rienstra,acteur,"Dick Rienstra Dick Rienstra - Rienstra, Dick Dick Rienstra",Dick_Rienstra
223786,Q1856459,Joris van de Kerkhof,verslaggever,"Joris van de Kerkhof Joris van de Kerkhof - Kerkhof, Joris van de ","Kerkhof,_Joris_van_de"
132392,Q1856905,Wim Meulenkamp,programmamaker,"Wim Meulenkamp,W.G.J.M. Meulenkamp Wim Meulenkamp - Meulenkamp, Wim ","Meulenkamp,_Wim"
155448,Q1858024,Theo Smit,programmamaker,"Theo Smit,Théo Smit Theo Smit - Smit, Theo ","Smit,_Theo"
210624,Q1859362,Ernst Daniël Smid,bariton,"Ernst Daniël Smid Ernst Daniël Smid - Smid, Ernst Daniël Ernst Daniël Smid",Ernst_Dani%C3%ABl_Smid
165643,Q1860353,Simon Vinkenoog,schrijver,"Simon Vinkenoog,Vinkenoog Simon Vinkenoog - Vinkenoog, Simon ","Vinkenoog,_Simon"
160421,Q1860397,Henk Terlingen,journalist,"Henk Terlingen Henk Terlingen - Terlingen, Henk Hendrik L.E.M. Terlingen",Henk_Terlingen
88931,Q1861784,Bart Chabot,voordrachtkunstenaar,"Bart Chabot Bart Chabot - Chabot, Bart ","Chabot,_Bart"
159568,Q1863939,Joke Tjalsma,actrice,"Joke Tjalsma Joke Tjalsma - Tjalsma, Joke ","Tjalsma,_Joke"
167083,Q1864049,Louis de Vries,programmamaker,"Louis de Vries Louis de Vries - Vries, Louis de ","Vries,_Louis_de"
249793,Q1864586,Paul Luycx,programmamaker,"Paul Luycx Paul Luycx - Luycx, Paul ",
230735,Q1865548,Chris Silos,presentator,"Chris Silos Chris Silos - Silos, Chris ","Silos,_Chris"
164178,Q1865990,Tjeerd Velstra,ruiter,"Tjeerd Velstra Tjeerd Velstra - Velstra, Tjeerd ","Velstra,_Tjeerd"
133567,Q1866415,Jorinde Moll,presentatrice,"Jorinde Moll Jorinde Moll - Moll, Jorinde ","Moll,_Jorinde"
151716,Q1866439,Betty Schuurman,actrice,"Betty Schuurman Betty Schuurman - Schuurman, Betty ","Schuurman,_Betty"
108007,Q1866693,Wim Hazeu,uitgever,"Wim Hazeu Wim Hazeu - Hazeu, Wim Willem Hazeu",Wim_Hazeu
95809,Q1866991,John Fernhout,"cineast, artiestennaam o.a. John Ferno","John Fernhout,Ferno,John Ferno John Fernhout - Fernhout, John Johannes Hendrik Fernhout",John_Fernhout
95809,Q1866991,John Ferno,"cineast, artiestennaam o.a. John Ferno","John Fernhout,Ferno,John Ferno John Ferno - Fernhout, John Johannes Hendrik Fernhout",John_Fernhout
75528,Q1867840,Charles Aerts,programmamaker,"Charles Aerts Charles Aerts - Aerts, Charles ","Aerts,_Charles"
240008,Q1869057,Peter de Kock,"terrorismedeskundige, filmmaker","Peter De Kock,Peter de Kock Peter de Kock - Kock, Peter de ",
159679,Q1869065,Naema Tahir,mensenrechtenjuriste,"Naema Tahir Naema Tahir - Tahir, Naema ","Tahir,_Naema"
247947,Q1871355,Nico Jesse,programmamaker,"Nico Jesse Nico Jesse - Jesse, Nico ",
91559,Q1871571,Jan Anne Drenth,acteur,"Jan Anne Drenth Jan Anne Drenth - Drenth, Jan Anne ","Drenth,_Jan_Anne"
93501,Q1872103,Louis van Dijk,organist/pianist,"Louis van Dijk Louis van Dijk - Dijk, Louis van ","Dijk,_Louis_van"
114586,Q1873696,Marike Jager,zangeres,"Marike Jager Marike Jager - Jager, Marike ","Jager,_Marike"
252257,Q1873898,Petra Dorrestijn,programmamaker,"Petra Dorrestijn Petra Dorrestijn - Dorrestijn, Petra ",
160518,Q1873933,Pieter Tesch,programmamaker,"Pieter Tesch Pieter Tesch - Tesch, Pieter ","Tesch,_Pieter"
168543,Q1874293,Ruud ter Weijden,tv-presentator,"Ruud ter Weijden Ruud ter Weijden - Weijden, Ruud ter ","Weijden,_Ruud_ter"
96265,Q1875693,Anne van Egmond,radioprogrammamaker,"Anne van Egmond Anne van Egmond - Egmond, Anne van Anne Elisabeth van Egmond",Anne_van_Egmond
91093,Q1876798,Joop Daalmeijer,journalist/programmadir. VOO,"Joop Daalmeijer Joop Daalmeijer - Daalmeijer, Joop Johannes Jocabus Ignatius Daalmeijer",Joop_Daalmeijer
145146,Q1877399,Yvo van Regteren Altena,lifestylepublicist,"Yvo van Regteren Altena Yvo van Regteren Altena - Regteren Altena, Yvo van ","Regteren_Altena,_Yvo_van"
173099,Q1877838,Rikkert Zuiderveld,zanger,"Rikkert Zuiderveld Rikkert Zuiderveld - Zuiderveld, Rikkert ","Zuiderveld,_Rikkert"
85504,Q1879067,Govert van Brakel,programmamaker,"Govert van Brakel Govert van Brakel - Brakel, Govert van Govert van Brakel",Govert_van_Brakel
85600,Q1879372,Wim Brands,programmamaker,"Wim Brands Wim Brands - Brands, Wim ","Brands,_Wim"
251578,Q1880335,Daniël Smulders,programmamaker,"Daniël Smulders Daniël Smulders - Smulders, Daniël ",
107246,Q1882308,Maarten 't Hart,schrijver/bioloog,"Maarten ’t Hart,Maarten 't Hart,Maarten 't Hart,Maarten ´t Hart,Maarten ’t Hart,Hart, Maarten 't,Martin hart,Martin Hart,De schrijver Maarten 't Hart Maarten 't Hart - Hart, Maarten 't ","Hart,_Maarten_%27t"
165274,Q1882521,Kees Verwey,schilder,"Kees Verwey Kees Verwey - Verwey, Kees ","Verwey,_Kees"
160464,Q1883993,Koos Terpstra,programmamaker,"Koos Terpstra Koos Terpstra - Terpstra, Koos ","Terpstra,_Koos"
127897,Q1884261,Joram Lürsen,filmregisseur,"Joram Lürsen Joram Lürsen - Lürsen, Joram Joram Lürsen",Joram_L%C3%BCrsen
160547,Q1884824,Peter Tetteroo,journalist,"Peter Tetteroo Peter Tetteroo - Tetteroo, Peter ","Tetteroo,_Peter"
87892,Q1885595,Kees Buurman,radio-programmamaker,"Kees Buurman Kees Buurman - Buurman, Kees Kees Buurman",Kees_Buurman
109160,Q1887127,Guus Hermus,acteur,"Guus Hermus Guus Hermus - Hermus, Guus ","Hermus,_Guus"
114277,Q1888655,Jan de Jong,programmamaker,"Jan de Jong Jan de Jong - Jong, Jan de ","Jong,_Jan_de"
90570,Q1889636,Jules de Corte,zanger/componist,"Jules de Corte Jules de Corte - Corte, Jules de Jules de Corte",Jules_de_Corte
86767,Q1890645,Otto de Bruijne,"schrijver, programmamaker","Otto de Bruijne Otto de Bruijne - Bruijne, Otto de ","Bruijne,_Otto_de"
120689,Q1891025,Simone Kramer,programmamaker,"Simone Kramer Simone Kramer - Kramer, Simone ","Kramer,_Simone"
94697,Q1892181,Hans Dorrestijn,cabaretier/dichter/liedjesschrijver,"Hans Dorrestijn Hans Dorrestijn - Dorrestijn, Hans ","Dorrestijn,_Hans"
93863,Q1892270,Adriaan Ditvoorst,filmregisseur,"Adriaan Ditvoorst,Дитворст, Адриан,Адриан Дитворст Adriaan Ditvoorst - Ditvoorst, Adriaan ","Ditvoorst,_Adriaan"
220614,Q1893195,Art Rooijakkers,presentator,"Art Rooijakkers Art Rooijakkers - Rooijakkers, Art ","Rooijakkers,_Art"
120021,Q1893677,Judith Koelemeijer,"schrijfster, journaliste","Judith Koelemeijer,Judith Maria Cecilia Lucia Koelemeijer Judith Koelemeijer - Koelemeijer, Judith ","Koelemeijer,_Judith"
242389,Q1894166,Rene Froger,programmamaker,"René Froger,Rene Froger Rene Froger - Froger, Rene ",
88916,Q1894473,Leontien Ceulemans,actrice/tv-presentatrice,"Leontien Ceulemans Leontien Ceulemans - Ceulemans, Leontien Johannah Leontina Ceulemans",Leontien_Ceulemans
121423,Q1895179,Alfred Kossmann,schrijver,"Alfred Kossmann Alfred Kossmann - Kossmann, Alfred ","Kossmann,_Alfred"
97578,Q1895448,Margriet Eshuijs,popmuzikante,"Margriet Eshuijs,Margriet Eshuys,Margriet Eshuys,Eshuys,Margriet Eshuis Margriet Eshuijs - Eshuijs, Margriet ","Eshuijs,_Margriet"
138875,Q1896293,Leonard Ornstein,journalist,"Leonard Ornstein Leonard Ornstein - Ornstein, Leonard ","Ornstein,_Leonard"
221183,Q1897052,Marco Verhoef,weerman,"Marco Verhoef Marco Verhoef - Verhoef, Marco Marco Pieter Verhoef",Marco_Verhoef
111420,Q1900486,Leonhard Huizinga,"schrijver, journalist","Leonhard Huizinga Leonhard Huizinga - Huizinga, Leonhard ","Huizinga,_Leonhard"
116649,Q1900828,Bert van de Kamp,muziekjournalist,"Bert van de Kamp Bert van de Kamp - Kamp, Bert van de ","Kamp,_Bert_van_de"
129064,Q1902134,Paula Majoor,actrice,"Paula Majoor Paula Majoor - Majoor, Paula ","Majoor,_Paula"
113360,Q1902137,Sergio IJssel,acteur,"Sergio IJssel Sergio IJssel - IJssel, Sergio ","IJssel,_Sergio"
82906,Q1902142,Pieter Broertjes,"burgemeester Hilversum PvdA, hoofdredacteur Volkskrant, journalist","Pieter Broertjes,Pieter Izak Broertjes Pieter Broertjes - Broertjes, Pieter ","Broertjes,_Pieter"
83012,Q1902216,Marnie Blok,actrice en scenarioschrijfster,"Marnie Blok Marnie Blok - Blok, Marnie Marnie Blok",Marnie_Blok
95812,Q1902731,Roeland Fernhout,acteur,"Roeland Fernhout Roeland Fernhout - Fernhout, Roeland Roeland Adriaan Fernhout",Roeland_Fernhout
117535,Q1903135,Marti ten Kate,atleet,"Marti ten Kate,Marti tenKate,Marti Ten Kate,Martin Ten Kate,Martin ten Kate Marti ten Kate - Kate, Marti ten ","Kate,_Marti_ten"
126382,Q1904667,Nico ter Linden,predikant,"Nico ter Linden Nico ter Linden - Linden, Nico ter ","Linden,_Nico_ter"
116897,Q1904808,Gerard Klaasen,programmamaker,"Gerard Klaasen Gerard Klaasen - Klaasen, Gerard ","Klaasen,_Gerard"
155677,Q1905520,Piet Smolders,journalist/ruimtevaartdeskundige Nederland,"Piet Smolders Piet Smolders - Smolders, Piet ","Smolders,_Piet"
212263,Q1905620,Jan van de Craats,"wiskundige, adviseur Stichting Goed Rekenonderwijs","Jan van de Craats Jan van de Craats - Craats, Jan van de ","Craats,_Jan_van_de"
152266,Q1906044,Tom Schreurs,hoofd reportagedienst AVRO,"Tom Schreurs Tom Schreurs - Schreurs, Tom ","Schreurs,_Tom"
121466,Q1906075,Koos Koster,vermoorde journalist IKON,"Koos Koster Koos Koster - Koster, Koos ","Koster,_Koos"
254510,Q1907415,Joost Hage,programmamaker,"Joost Hage Joost Hage - Hage, Joost ",
86584,Q1909357,Hans Croiset,"regisseur, acteur","Hans Croiset Hans Croiset - Croiset, Hans ","Croiset,_Hans"
123127,Q1909511,Irene van de Laar,tv-presentatrice,"Irene van de Laar Irene van de Laar - Laar, Irene van de Irene Wilhelmina Maria van de Laar",Irene_van_de_Laar
96975,Q1910293,Hans Emmering,TV-presentator,"Hans Emmering Hans Emmering - Emmering, Hans ","Emmering,_Hans"
113659,Q1910980,Simon Jelsma,"journalist, ex-priester","Simon Jelsma Simon Jelsma - Jelsma, Simon ","Jelsma,_Simon"
94476,Q1912012,Bert van den Dool,acteur,"Bert van den Dool Bert van den Dool - Dool, Bert van den ","Dool,_Bert_van_den"
126443,Q1912105,Maria Lindes,actrice,"Maria Lindes Maria Lindes - Lindes, Maria ","Lindes,_Maria"
148816,Q1912394,Stephan Sanders,schrijver/criticus,"Stephan Sanders,Stephanus Clement Sanders Stephan Sanders - Sanders, Stephan ","Sanders,_Stephan"
93491,Q1912397,Jo van Dijk,programmamaker,"Jo van Dijk Jo van Dijk - Dijk, Jo van ","Dijk,_Jo_van"
159713,Q1913527,Max Tak,"musicus, dirigent, journalist","Max Tak Max Tak - Tak, Max ","Tak,_Max"
215167,Q1913911,Sander Janson,presentator,"Sander Janson Sander Janson - Janson, Sander ","Janson,_Sander"
155230,Q1915606,Hubert Smeets,journalist,"Hubert Smeets Hubert Smeets - Smeets, Hubert ","Smeets,_Hubert"
108616,Q1915781,Wim Hendriks,fotograaf Katholiek Nieuwsblad,"Wim Hendriks Wim Hendriks - Hendriks, Wim ","Hendriks,_Wim"
112558,Q1916144,George van Houts,"acteur, cabaretier, 'Peer van Eersel'","George van Houts George van Houts - Houts, George van ","Houts,_George_van"
82474,Q1917464,Anna Blaman,schrijfster,"Anna Blaman,Johanna Petronella Vrugt Anna Blaman - Blaman, Anna ","Blaman,_Anna"
246945,Q1918582,Sanny Verhoeven,programmamaker,"Sanny Verhoeven Sanny Verhoeven - Verhoeven, Sanny ",
85615,Q1919549,Piet Grijs,"schrijver, pseudoniemen o.a. Piet Grijs en Battus","雨果·勃兰特·考斯提斯,Hugo Brandt Corstius,Stoker,Raoul Chapkis,Piet Grijs,Battus Piet Grijs - Brandt Corstius, Hugo ","Brandt_Corstius,_Hugo"
85615,Q1919549,Hugo Brandt Corstius,"schrijver, pseudoniemen o.a. Piet Grijs en Battus","雨果·勃兰特·考斯提斯,Hugo Brandt Corstius,Stoker,Raoul Chapkis,Piet Grijs,Battus Hugo Brandt Corstius - Brandt Corstius, Hugo ","Brandt_Corstius,_Hugo"
